2017-10-01,12:00:00,AM,57
2017-10-01,12:00:00,AM,58
2017-10-01,12:00:00,AM,58
2017-10-01,12:00:00,AM,58
2017-10-01,12:00:00,AM,58
2017-10-01,12:00:00,AM,64
2017-10-01,12:00:00,AM,60
2017-10-01,12:00:00,AM,58
2017-10-01,12:00:00,AM,57
2017-10-01,12:00:00,AM,58
2017-10-01,12:01:00,AM,57
2017-10-01,12:01:00,AM,58
2017-10-01,12:01:00,AM,57
2017-10-01,12:01:00,AM,55
2017-10-01,12:01:00,AM,55
2017-10-01,12:02:00,AM,55
2017-10-01,12:02:00,AM,55
2017-10-01,12:02:00,AM,54
2017-10-01,12:02:00,AM,55
2017-10-01,12:02:00,AM,54
2017-10-01,12:02:00,AM,55
2017-10-01,12:03:00,AM,54
2017-10-01,12:03:00,AM,54
2017-10-01,12:03:00,AM,54
2017-10-01,12:03:00,AM,55
2017-10-01,12:03:00,AM,54
2017-10-01,12:03:00,AM,55
2017-10-01,12:03:00,AM,55
2017-10-01,12:03:00,AM,56
2017-10-01,12:04:00,AM,55
2017-10-01,12:04:00,AM,53
2017-10-01,12:04:00,AM,53
2017-10-01,12:04:00,AM,54
2017-10-01,12:04:00,AM,53
2017-10-01,12:04:00,AM,53
2017-10-01,12:04:00,AM,54
2017-10-01,12:05:00,AM,54
2017-10-01,12:05:00,AM,55
2017-10-01,12:05:00,AM,56
2017-10-01,12:05:00,AM,56
2017-10-01,12:05:00,AM,57
2017-10-01,12:05:00,AM,59
2017-10-01,12:05:00,AM,61
2017-10-01,12:05:00,AM,62
2017-10-01,12:06:00,AM,62
2017-10-01,12:06:00,AM,62
2017-10-01,12:06:00,AM,77
2017-10-01,12:06:00,AM,65
2017-10-01,12:06:00,AM,60
2017-10-01,12:06:00,AM,62
2017-10-01,12:06:00,AM,63
2017-10-01,12:06:00,AM,60
2017-10-01,12:06:00,AM,58
2017-10-01,12:06:00,AM,57
2017-10-01,12:07:00,AM,56
2017-10-01,12:07:00,AM,57
2017-10-01,12:07:00,AM,58
2017-10-01,12:07:00,AM,59
2017-10-01,12:07:00,AM,58
2017-10-01,12:07:00,AM,59
2017-10-01,12:07:00,AM,57
2017-10-01,12:07:00,AM,58
2017-10-01,12:08:00,AM,58
2017-10-01,12:08:00,AM,57
2017-10-01,12:08:00,AM,56
2017-10-01,12:08:00,AM,55
2017-10-01,12:08:00,AM,56
2017-10-01,12:08:00,AM,56
2017-10-01,12:09:00,AM,57
2017-10-01,12:09:00,AM,58
2017-10-01,12:09:00,AM,57
2017-10-01,12:09:00,AM,56
2017-10-01,12:09:00,AM,55
2017-10-01,12:09:00,AM,54
2017-10-01,12:09:00,AM,54
2017-10-01,12:10:00,AM,54
2017-10-01,12:10:00,AM,55
2017-10-01,12:10:00,AM,54
2017-10-01,12:10:00,AM,56
2017-10-01,12:10:00,AM,55
2017-10-01,12:10:00,AM,56
2017-10-01,12:10:00,AM,57
2017-10-01,12:10:00,AM,56
2017-10-01,12:11:00,AM,55
2017-10-01,12:11:00,AM,56
2017-10-01,12:11:00,AM,57
2017-10-01,12:11:00,AM,56
2017-10-01,12:11:00,AM,55
2017-10-01,12:11:00,AM,57
2017-10-01,12:11:00,AM,56
2017-10-01,12:11:00,AM,55
2017-10-01,12:11:00,AM,54
2017-10-01,12:12:00,AM,56
2017-10-01,12:12:00,AM,55
2017-10-01,12:12:00,AM,59
2017-10-01,12:12:00,AM,62
2017-10-01,12:12:00,AM,65
2017-10-01,12:12:00,AM,60
2017-10-01,12:12:00,AM,59
2017-10-01,12:12:00,AM,60
2017-10-01,12:12:00,AM,59
2017-10-01,12:12:00,AM,56
2017-10-01,12:13:00,AM,58
2017-10-01,12:13:00,AM,58
2017-10-01,12:13:00,AM,57
2017-10-01,12:13:00,AM,61
2017-10-01,12:13:00,AM,61
2017-10-01,12:13:00,AM,62
2017-10-01,12:13:00,AM,61
2017-10-01,12:13:00,AM,60
2017-10-01,12:14:00,AM,59
2017-10-01,12:14:00,AM,58
2017-10-01,12:14:00,AM,59
2017-10-01,12:14:00,AM,60
2017-10-01,12:14:00,AM,57
2017-10-01,12:14:00,AM,59
2017-10-01,12:14:00,AM,58
2017-10-01,12:14:00,AM,57
2017-10-01,12:14:00,AM,58
2017-10-01,12:15:00,AM,61
2017-10-01,12:15:00,AM,63
2017-10-01,12:15:00,AM,62
2017-10-01,12:15:00,AM,59
2017-10-01,12:15:00,AM,57
2017-10-01,12:15:00,AM,58
2017-10-01,12:15:00,AM,59
2017-10-01,12:15:00,AM,61
2017-10-01,12:15:00,AM,59
2017-10-01,12:15:00,AM,56
2017-10-01,12:16:00,AM,57
2017-10-01,12:16:00,AM,58
2017-10-01,12:16:00,AM,61
2017-10-01,12:16:00,AM,64
2017-10-01,12:16:00,AM,62
2017-10-01,12:16:00,AM,58
2017-10-01,12:16:00,AM,59
2017-10-01,12:16:00,AM,60
2017-10-01,12:16:00,AM,63
2017-10-01,12:17:00,AM,64
2017-10-01,12:17:00,AM,61
2017-10-01,12:17:00,AM,58
2017-10-01,12:17:00,AM,59
2017-10-01,12:17:00,AM,58
2017-10-01,12:17:00,AM,59
2017-10-01,12:17:00,AM,61
2017-10-01,12:17:00,AM,60
2017-10-01,12:17:00,AM,57
2017-10-01,12:17:00,AM,56
2017-10-01,12:17:00,AM,59
2017-10-01,12:18:00,AM,60
2017-10-01,12:18:00,AM,61
2017-10-01,12:18:00,AM,63
2017-10-01,12:18:00,AM,62
2017-10-01,12:18:00,AM,60
2017-10-01,12:18:00,AM,64
2017-10-01,12:18:00,AM,64
2017-10-01,12:18:00,AM,66
2017-10-01,12:18:00,AM,65
2017-10-01,12:18:00,AM,66
2017-10-01,12:19:00,AM,64
2017-10-01,12:19:00,AM,66
2017-10-01,12:19:00,AM,69
2017-10-01,12:19:00,AM,63
2017-10-01,12:19:00,AM,62
2017-10-01,12:19:00,AM,62
2017-10-01,12:19:00,AM,61
2017-10-01,12:19:00,AM,62
2017-10-01,12:19:00,AM,59
2017-10-01,12:20:00,AM,56
2017-10-01,12:20:00,AM,55
2017-10-01,12:20:00,AM,56
2017-10-01,12:20:00,AM,58
2017-10-01,12:20:00,AM,59
2017-10-01,12:20:00,AM,58
2017-10-01,12:20:00,AM,61
2017-10-01,12:20:00,AM,63
2017-10-01,12:20:00,AM,60
2017-10-01,12:21:00,AM,59
2017-10-01,12:21:00,AM,57
2017-10-01,12:21:00,AM,56
2017-10-01,12:21:00,AM,55
2017-10-01,12:21:00,AM,56
2017-10-01,12:21:00,AM,56
