10/1/2017 0:00,12:00:00,AM,57
10/1/2017 0:00,12:00:00,AM,58
10/1/2017 0:00,12:00:00,AM,58
10/1/2017 0:00,12:00:00,AM,58
10/1/2017 0:00,12:00:00,AM,58
10/1/2017 0:00,12:00:00,AM,64
10/1/2017 0:00,12:00:00,AM,60
10/1/2017 0:00,12:00:00,AM,58
10/1/2017 0:00,12:00:00,AM,57
10/1/2017 0:00,12:00:00,AM,58
10/1/2017 0:00,12:01:00,AM,57
10/1/2017 0:00,12:01:00,AM,58
10/1/2017 0:00,12:01:00,AM,57
10/1/2017 0:00,12:01:00,AM,55
10/1/2017 0:00,12:01:00,AM,55
10/1/2017 0:00,12:02:00,AM,55
10/1/2017 0:00,12:02:00,AM,55
10/1/2017 0:00,12:02:00,AM,54
10/1/2017 0:00,12:02:00,AM,55
10/1/2017 0:00,12:02:00,AM,54
10/1/2017 0:00,12:02:00,AM,55
10/1/2017 0:00,12:03:00,AM,54
10/1/2017 0:00,12:03:00,AM,54
10/1/2017 0:00,12:03:00,AM,54
10/1/2017 0:00,12:03:00,AM,55
10/1/2017 0:00,12:03:00,AM,54
10/1/2017 0:00,12:03:00,AM,55
10/1/2017 0:00,12:03:00,AM,55
10/1/2017 0:00,12:03:00,AM,56
10/1/2017 0:00,12:04:00,AM,55
10/1/2017 0:00,12:04:00,AM,53
10/1/2017 0:00,12:04:00,AM,53
10/1/2017 0:00,12:04:00,AM,54
10/1/2017 0:00,12:04:00,AM,53
10/1/2017 0:00,12:04:00,AM,53
10/1/2017 0:00,12:04:00,AM,54
10/1/2017 0:00,12:05:00,AM,54
10/1/2017 0:00,12:05:00,AM,55
10/1/2017 0:00,12:05:00,AM,56
10/1/2017 0:00,12:05:00,AM,56
10/1/2017 0:00,12:05:00,AM,57
10/1/2017 0:00,12:05:00,AM,59
10/1/2017 0:00,12:05:00,AM,61
10/1/2017 0:00,12:05:00,AM,62
10/1/2017 0:00,12:06:00,AM,62
10/1/2017 0:00,12:06:00,AM,62
10/1/2017 0:00,12:06:00,AM,77
10/1/2017 0:00,12:06:00,AM,65
10/1/2017 0:00,12:06:00,AM,60
10/1/2017 0:00,12:06:00,AM,62
10/1/2017 0:00,12:06:00,AM,63
10/1/2017 0:00,12:06:00,AM,60
10/1/2017 0:00,12:06:00,AM,58
10/1/2017 0:00,12:06:00,AM,57
10/1/2017 0:00,12:07:00,AM,56
10/1/2017 0:00,12:07:00,AM,57
10/1/2017 0:00,12:07:00,AM,58
10/1/2017 0:00,12:07:00,AM,59
